First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 1, Potential measurament V. 
-0.684,-0.002,2024-07-29 23:40:18
-0.652,-0.002,2024-07-29 23:40:19
-0.702,0.004,2024-07-29 23:40:19
-0.698,0.004,2024-07-29 23:40:20
-0.690,0.005,2024-07-29 23:40:20
-0.672,-0.003,2024-07-29 23:40:21
-0.670,-0.002,2024-07-29 23:40:21
-0.637,-0.003,2024-07-29 23:40:22
-0.687,0.005,2024-07-29 23:40:22
-0.688,0.003,2024-07-29 23:40:23
-0.730,0.010,2024-07-29 23:51:43
-0.731,0.005,2024-07-29 23:51:44
-0.725,0.006,2024-07-29 23:51:44
-0.724,0.004,2024-07-29 23:51:45
-0.719,-0.008,2024-07-29 23:51:45
-0.718,-0.001,2024-07-29 23:51:46
-0.715,-0.004,2024-07-29 23:51:46
-0.738,0.004,2024-07-29 23:51:47
-0.588,0.003,2024-07-29 23:51:47
-0.659,0.005,2024-07-29 23:51:48
-0.220,-0.006,2024-07-29 23:51:48
-0.133,0.001,2024-07-29 23:51:49
-0.350,-0.009,2024-07-29 23:51:49
-0.135,0.000,2024-07-29 23:51:50
-0.316,-0.005,2024-07-29 23:51:50
-0.563,0.004,2024-07-29 23:51:51
-0.651,0.007,2024-07-29 23:51:51
-0.613,0.005,2024-07-29 23:51:52
-0.539,-0.004,2024-07-29 23:51:52
-0.729,-0.001,2024-07-30 00:03:13
-0.727,-0.002,2024-07-30 00:03:13
-0.712,-0.001,2024-07-30 00:03:14
-0.660,-0.002,2024-07-30 00:03:14
-0.640,-0.004,2024-07-30 00:03:15
-0.508,-0.004,2024-07-30 00:03:15
-0.239,-0.001,2024-07-30 00:03:16
-0.635,0.007,2024-07-30 00:03:16
-0.613,0.002,2024-07-30 00:03:17
-0.562,0.002,2024-07-30 00:03:17
-0.663,0.004,2024-07-30 00:03:18
-0.711,0.004,2024-07-30 00:03:18
-0.709,0.003,2024-07-30 00:03:19
-0.707,0.008,2024-07-30 00:03:19
-0.707,0.003,2024-07-30 00:03:20
-0.703,-0.002,2024-07-30 00:03:20
-0.701,0.022,2024-07-30 00:03:21
-0.700,0.004,2024-07-30 00:03:21
-0.698,0.002,2024-07-30 00:03:22
-0.731,0.005,2024-07-30 00:14:42
-0.728,0.007,2024-07-30 00:14:42
-0.728,0.004,2024-07-30 00:14:43
-0.723,-0.008,2024-07-30 00:14:43
-0.719,-0.008,2024-07-30 00:14:44
-0.717,-0.000,2024-07-30 00:14:44
-0.716,-0.013,2024-07-30 00:14:45
-0.715,0.004,2024-07-30 00:14:45
-0.714,0.004,2024-07-30 00:14:46
-0.711,0.004,2024-07-30 00:14:46
-0.713,0.003,2024-07-30 00:14:47
-0.708,-0.001,2024-07-30 00:14:47
-0.706,-0.001,2024-07-30 00:14:48
-0.705,-0.001,2024-07-30 00:14:48
-0.704,-0.006,2024-07-30 00:14:49
-0.704,0.006,2024-07-30 00:14:49
-0.704,0.004,2024-07-30 00:14:50
-0.704,0.005,2024-07-30 00:14:50
-0.704,0.005,2024-07-30 00:14:51
-0.727,-0.007,2024-07-30 00:26:11
-0.726,0.002,2024-07-30 00:26:12
-0.722,-0.008,2024-07-30 00:26:12
-0.721,-0.005,2024-07-30 00:26:13
-0.723,0.003,2024-07-30 00:26:13
-0.720,0.003,2024-07-30 00:26:14
-0.716,0.007,2024-07-30 00:26:14
-0.718,0.003,2024-07-30 00:26:15
-0.712,-0.007,2024-07-30 00:26:15
-0.709,-0.001,2024-07-30 00:26:16
-0.708,-0.001,2024-07-30 00:26:16
-0.709,-0.010,2024-07-30 00:26:17
-0.711,0.005,2024-07-30 00:26:17
-0.707,0.006,2024-07-30 00:26:18
-0.705,0.004,2024-07-30 00:26:18
-0.705,0.005,2024-07-30 00:26:19
-0.705,0.003,2024-07-30 00:26:19
-0.701,-0.004,2024-07-30 00:26:20
-0.688,-0.003,2024-07-30 00:26:20
-0.727,0.015,2024-07-30 00:37:41
-0.725,0.019,2024-07-30 00:37:41
-0.721,0.005,2024-07-30 00:37:42
-0.722,-0.000,2024-07-30 00:37:42
-0.721,0.003,2024-07-30 00:37:43
-0.719,0.004,2024-07-30 00:37:43
-0.718,0.003,2024-07-30 00:37:44
-0.717,0.004,2024-07-30 00:37:44
-0.708,-0.003,2024-07-30 00:37:45
-0.711,0.016,2024-07-30 00:37:45
-0.709,0.027,2024-07-30 00:37:46
-0.711,0.021,2024-07-30 00:37:46
-0.714,-0.001,2024-07-30 00:37:47
-0.708,-0.001,2024-07-30 00:37:47
-0.707,-0.001,2024-07-30 00:37:48
-0.706,-0.002,2024-07-30 00:37:48
-0.704,-0.001,2024-07-30 00:37:49
-0.699,0.002,2024-07-30 00:37:49
-0.699,0.003,2024-07-30 00:37:50
-0.650,-0.002,2024-07-30 00:49:10
-0.679,-0.003,2024-07-30 00:49:10
-0.677,-0.003,2024-07-30 00:49:11
-0.691,-0.002,2024-07-30 00:49:11
-0.710,0.005,2024-07-30 00:49:12
-0.720,0.005,2024-07-30 00:49:12
-0.721,0.004,2024-07-30 00:49:13
-0.713,-0.005,2024-07-30 00:49:13
-0.713,0.000,2024-07-30 00:49:14
-0.713,-0.004,2024-07-30 00:49:14
-0.708,0.004,2024-07-30 00:49:15
-0.707,0.003,2024-07-30 00:49:15
-0.707,-0.001,2024-07-30 00:49:16
-0.708,-0.004,2024-07-30 00:49:16
-0.706,-0.001,2024-07-30 00:49:17
-0.702,0.004,2024-07-30 00:49:17
-0.701,0.002,2024-07-30 00:49:18
-0.701,0.003,2024-07-30 00:49:18
-0.701,0.003,2024-07-30 00:49:19
-0.626,0.004,2024-07-30 01:00:39
-0.745,0.004,2024-07-30 01:00:40
-0.749,0.003,2024-07-30 01:00:40
-0.724,0.004,2024-07-30 01:00:41
-0.721,-0.002,2024-07-30 01:00:41
-0.717,0.000,2024-07-30 01:00:42
-0.715,-0.002,2024-07-30 01:00:42
-0.714,-0.005,2024-07-30 01:00:43
-0.714,0.003,2024-07-30 01:00:43
-0.711,0.008,2024-07-30 01:00:44
-0.712,0.004,2024-07-30 01:00:44
-0.711,0.003,2024-07-30 01:00:45
-0.708,0.020,2024-07-30 01:00:45
-0.703,0.002,2024-07-30 01:00:46
-0.703,0.004,2024-07-30 01:00:46
-0.705,-0.001,2024-07-30 01:00:47
-0.703,-0.003,2024-07-30 01:00:47
-0.700,0.004,2024-07-30 01:00:48
-0.699,0.004,2024-07-30 01:00:48
-0.733,0.003,2024-07-30 01:12:08
-0.684,0.004,2024-07-30 01:12:09
-0.629,0.002,2024-07-30 01:12:10
-0.226,-0.005,2024-07-30 01:12:10
-0.137,-0.008,2024-07-30 01:12:11
-0.223,-0.003,2024-07-30 01:12:11
-0.615,-0.004,2024-07-30 01:12:12
-0.709,0.005,2024-07-30 01:12:12
-0.719,0.004,2024-07-30 01:12:13
-0.706,0.003,2024-07-30 01:12:13
-0.709,0.003,2024-07-30 01:12:14
-0.715,0.005,2024-07-30 01:12:14
-0.709,0.009,2024-07-30 01:12:15
-0.708,0.006,2024-07-30 01:12:15
-0.583,0.004,2024-07-30 01:12:16
-0.320,-0.004,2024-07-30 01:12:16
-0.167,-0.006,2024-07-30 01:12:17
-0.293,-0.002,2024-07-30 01:12:17
-0.596,-0.005,2024-07-30 01:12:18
-0.726,0.002,2024-07-30 01:23:38
-0.724,0.003,2024-07-30 01:23:39
-0.721,0.003,2024-07-30 01:23:39
-0.719,0.004,2024-07-30 01:23:40
-0.721,-0.002,2024-07-30 01:23:40
-0.718,-0.004,2024-07-30 01:23:41
-0.719,-0.001,2024-07-30 01:23:41
-0.713,0.003,2024-07-30 01:23:42
-0.710,0.004,2024-07-30 01:23:42
-0.711,0.002,2024-07-30 01:23:43
-0.708,0.003,2024-07-30 01:23:43
-0.710,-0.002,2024-07-30 01:23:44
-0.710,-0.002,2024-07-30 01:23:44
-0.705,-0.000,2024-07-30 01:23:45
-0.706,-0.028,2024-07-30 01:23:45
-0.704,0.016,2024-07-30 01:23:46
-0.702,-0.009,2024-07-30 01:23:46
-0.702,-0.008,2024-07-30 01:23:47
-0.701,0.005,2024-07-30 01:23:48
-0.734,-0.002,2024-07-30 01:35:08
-0.729,-0.001,2024-07-30 01:35:09
-0.725,-0.002,2024-07-30 01:35:09
-0.724,-0.023,2024-07-30 01:35:10
-0.723,0.033,2024-07-30 01:35:10
-0.716,0.015,2024-07-30 01:35:11
-0.715,0.001,2024-07-30 01:35:11
-0.716,0.003,2024-07-30 01:35:12
-0.714,0.008,2024-07-30 01:35:12
-0.713,0.006,2024-07-30 01:35:13
-0.712,0.006,2024-07-30 01:35:13
-0.708,-0.001,2024-07-30 01:35:14
-0.708,-0.001,2024-07-30 01:35:14
-0.706,-0.006,2024-07-30 01:35:15
-0.707,0.005,2024-07-30 01:35:15
-0.706,0.003,2024-07-30 01:35:16
-0.704,0.003,2024-07-30 01:35:16
-0.701,-0.000,2024-07-30 01:35:17
-0.681,-0.001,2024-07-30 01:35:17
-0.654,-0.003,2024-07-30 01:46:38
-0.537,0.002,2024-07-30 01:46:38
-0.633,-0.002,2024-07-30 01:46:39
-0.704,0.004,2024-07-30 01:46:39
-0.706,0.003,2024-07-30 01:46:40
-0.699,0.004,2024-07-30 01:46:40
-0.713,0.005,2024-07-30 01:46:41
-0.417,-0.001,2024-07-30 01:46:41
-0.587,-0.005,2024-07-30 01:46:42
-0.693,0.004,2024-07-30 01:46:42
-0.710,0.003,2024-07-30 01:46:43
-0.693,0.005,2024-07-30 01:46:43
-0.681,0.005,2024-07-30 01:46:44
-0.529,-0.004,2024-07-30 01:46:44
-0.476,-0.003,2024-07-30 01:46:45
-0.316,-0.003,2024-07-30 01:46:45
-0.698,0.003,2024-07-30 01:46:46
-0.662,0.005,2024-07-30 01:46:46
-0.634,0.005,2024-07-30 01:46:47
-0.634,0.004,2024-07-30 01:58:07
-0.649,0.004,2024-07-30 01:58:07
-0.718,0.003,2024-07-30 01:58:08
-0.622,-0.003,2024-07-30 01:58:08
-0.461,-0.001,2024-07-30 01:58:09
-0.634,-0.002,2024-07-30 01:58:09
-0.616,-0.005,2024-07-30 01:58:10
-0.656,-0.004,2024-07-30 01:58:10
-0.674,0.003,2024-07-30 01:58:11
-0.700,0.005,2024-07-30 01:58:12
-0.702,0.004,2024-07-30 01:58:12
-0.643,-0.003,2024-07-30 01:58:13
-0.608,-0.003,2024-07-30 01:58:13
-0.699,0.004,2024-07-30 01:58:14
-0.689,0.005,2024-07-30 01:58:14
-0.696,0.005,2024-07-30 01:58:15
-0.621,-0.000,2024-07-30 01:58:15
-0.660,-0.004,2024-07-30 01:58:16
-0.656,-0.002,2024-07-30 01:58:16
-0.729,0.001,2024-07-30 02:09:36
-0.724,0.022,2024-07-30 02:09:37
-0.721,0.029,2024-07-30 02:09:37
-0.721,0.032,2024-07-30 02:09:38
-0.722,-0.030,2024-07-30 02:09:38
-0.720,-0.027,2024-07-30 02:09:39
-0.714,0.034,2024-07-30 02:09:39
-0.712,0.025,2024-07-30 02:09:40
-0.712,0.033,2024-07-30 02:09:40
-0.711,0.033,2024-07-30 02:09:41
-0.712,-0.021,2024-07-30 02:09:41
-0.711,-0.026,2024-07-30 02:09:42
-0.710,-0.002,2024-07-30 02:09:42
-0.706,0.004,2024-07-30 02:09:43
-0.703,-0.005,2024-07-30 02:09:43
-0.702,-0.000,2024-07-30 02:09:44
-0.703,-0.004,2024-07-30 02:09:44
-0.704,0.005,2024-07-30 02:09:45
-0.702,0.003,2024-07-30 02:09:45
-0.180,-0.000,2024-07-30 02:21:07
-0.164,0.001,2024-07-30 02:21:07
-0.277,-0.004,2024-07-30 02:21:08
-0.716,-0.004,2024-07-30 02:21:08
-0.706,-0.003,2024-07-30 02:21:09
-0.720,0.004,2024-07-30 02:21:09
-0.720,0.004,2024-07-30 02:21:10
-0.716,0.005,2024-07-30 02:21:10
-0.715,0.004,2024-07-30 02:21:11
-0.710,-0.001,2024-07-30 02:21:11
-0.710,-0.001,2024-07-30 02:21:12
-0.708,-0.003,2024-07-30 02:21:12
-0.709,-0.001,2024-07-30 02:21:13
-0.705,-0.002,2024-07-30 02:21:13
-0.705,0.001,2024-07-30 02:21:14
-0.700,-0.005,2024-07-30 02:21:14
-0.709,0.005,2024-07-30 02:21:15
-0.704,0.003,2024-07-30 02:21:15
-0.702,0.005,2024-07-30 02:21:16
-0.699,-0.000,2024-07-30 02:21:16
-0.709,-0.002,2024-07-30 02:32:37
-0.703,-0.002,2024-07-30 02:32:38
-0.677,-0.003,2024-07-30 02:32:38
-0.715,0.005,2024-07-30 02:32:39
-0.702,0.005,2024-07-30 02:32:39
-0.710,0.005,2024-07-30 02:32:40
-0.687,0.006,2024-07-30 02:32:40
-0.642,0.004,2024-07-30 02:32:41
-0.563,-0.004,2024-07-30 02:32:41
-0.337,-0.003,2024-07-30 02:32:42
-0.434,-0.001,2024-07-30 02:32:42
-0.198,-0.010,2024-07-30 02:32:43
-0.184,-0.004,2024-07-30 02:32:43
-0.592,0.002,2024-07-30 02:32:44
-0.601,0.002,2024-07-30 02:32:44
-0.597,0.004,2024-07-30 02:32:45
-0.343,-0.006,2024-07-30 02:32:45
-0.233,-0.003,2024-07-30 02:32:46
-0.154,0.003,2024-07-30 02:32:46
-0.732,0.004,2024-07-30 02:44:06
-0.630,0.005,2024-07-30 02:44:07
-0.694,0.008,2024-07-30 02:44:07
-0.534,0.002,2024-07-30 02:44:08
-0.197,-0.004,2024-07-30 02:44:08
-0.170,-0.002,2024-07-30 02:44:09
-0.170,-0.001,2024-07-30 02:44:09
-0.638,0.006,2024-07-30 02:44:10
-0.678,0.005,2024-07-30 02:44:11
-0.672,0.003,2024-07-30 02:44:11
-0.594,-0.003,2024-07-30 02:44:12
-0.640,-0.002,2024-07-30 02:44:12
-0.699,-0.003,2024-07-30 02:44:13
-0.703,0.001,2024-07-30 02:44:13
-0.702,0.002,2024-07-30 02:44:14
-0.703,0.004,2024-07-30 02:44:14
-0.701,0.003,2024-07-30 02:44:15
-0.701,0.003,2024-07-30 02:44:15
-0.697,0.017,2024-07-30 02:44:16
-0.723,0.003,2024-07-30 02:55:36
-0.723,0.003,2024-07-30 02:55:36
-0.720,0.004,2024-07-30 02:55:37
-0.724,0.003,2024-07-30 02:55:37
-0.719,0.003,2024-07-30 02:55:38
-0.722,-0.002,2024-07-30 02:55:38
-0.715,-0.001,2024-07-30 02:55:39
-0.713,0.023,2024-07-30 02:55:39
-0.712,-0.006,2024-07-30 02:55:40
-0.709,-0.001,2024-07-30 02:55:40
-0.711,-0.000,2024-07-30 02:55:41
-0.711,0.004,2024-07-30 02:55:41
-0.710,0.009,2024-07-30 02:55:42
-0.708,0.005,2024-07-30 02:55:42
-0.232,-0.006,2024-07-30 02:55:43
-0.276,-0.004,2024-07-30 02:55:43
-0.599,0.005,2024-07-30 02:55:44
-0.617,0.012,2024-07-30 02:55:45
-0.642,0.006,2024-07-30 02:55:45
-0.601,-0.003,2024-07-30 03:07:06
-0.448,-0.003,2024-07-30 03:07:06
-0.458,-0.004,2024-07-30 03:07:07
-0.631,0.004,2024-07-30 03:07:07
-0.651,0.004,2024-07-30 03:07:08
-0.710,0.005,2024-07-30 03:07:08
-0.387,-0.002,2024-07-30 03:07:09
-0.628,-0.003,2024-07-30 03:07:09
-0.571,-0.005,2024-07-30 03:07:10
-0.575,-0.003,2024-07-30 03:07:10
-0.704,0.004,2024-07-30 03:07:11
-0.698,0.002,2024-07-30 03:07:11
-0.697,0.005,2024-07-30 03:07:12
-0.659,-0.003,2024-07-30 03:07:12
-0.691,-0.003,2024-07-30 03:07:13
-0.699,0.003,2024-07-30 03:07:13
-0.701,0.004,2024-07-30 03:07:14
-0.697,0.004,2024-07-30 03:07:14
-0.701,0.004,2024-07-30 03:07:15
-0.683,0.002,2024-07-30 03:18:35
-0.630,0.003,2024-07-30 03:18:36
-0.594,0.004,2024-07-30 03:18:36
-0.172,-0.002,2024-07-30 03:18:37
-0.239,-0.006,2024-07-30 03:18:37
-0.215,0.002,2024-07-30 03:18:38
-0.193,-0.007,2024-07-30 03:18:38
-0.670,0.011,2024-07-30 03:18:39
-0.651,0.007,2024-07-30 03:18:39
-0.574,0.003,2024-07-30 03:18:40
-0.574,0.003,2024-07-30 03:18:40
-0.184,-0.003,2024-07-30 03:18:41
-0.693,-0.004,2024-07-30 03:18:41
-0.708,-0.005,2024-07-30 03:18:42
-0.706,0.000,2024-07-30 03:18:42
-0.703,-0.003,2024-07-30 03:18:43
-0.702,-0.001,2024-07-30 03:18:43
-0.703,0.004,2024-07-30 03:18:44
-0.703,0.005,2024-07-30 03:18:44
-0.730,0.003,2024-07-30 03:30:05
-0.728,0.009,2024-07-30 03:30:06
-0.726,0.006,2024-07-30 03:30:06
-0.739,0.003,2024-07-30 03:30:07
-0.709,-0.004,2024-07-30 03:30:07
-0.161,-0.003,2024-07-30 03:30:08
-0.140,0.003,2024-07-30 03:30:08
-0.273,-0.007,2024-07-30 03:30:09
-0.570,0.003,2024-07-30 03:30:09
-0.679,0.011,2024-07-30 03:30:10
-0.647,0.006,2024-07-30 03:30:10
-0.689,0.010,2024-07-30 03:30:11
-0.232,-0.008,2024-07-30 03:30:11
-0.231,-0.007,2024-07-30 03:30:12
-0.260,-0.005,2024-07-30 03:30:12
-0.203,-0.003,2024-07-30 03:30:13
-0.591,0.003,2024-07-30 03:30:13
-0.585,0.005,2024-07-30 03:30:14
-0.622,-0.001,2024-07-30 03:30:14
-0.750,0.004,2024-07-30 03:41:35
-0.744,0.004,2024-07-30 03:41:35
-0.638,0.004,2024-07-30 03:41:36
-0.652,0.005,2024-07-30 03:41:36
-0.160,-0.010,2024-07-30 03:41:37
-0.133,-0.004,2024-07-30 03:41:37
-0.173,-0.006,2024-07-30 03:41:38
-0.639,0.006,2024-07-30 03:41:38
-0.540,0.002,2024-07-30 03:41:39
-0.579,0.002,2024-07-30 03:41:39
-0.302,-0.008,2024-07-30 03:41:40
-0.311,-0.008,2024-07-30 03:41:40
-0.264,-0.009,2024-07-30 03:41:41
-0.167,0.003,2024-07-30 03:41:41
-0.651,0.006,2024-07-30 03:41:42
-0.581,0.005,2024-07-30 03:41:42
-0.604,0.004,2024-07-30 03:41:43
-0.301,-0.004,2024-07-30 03:41:43
-0.350,-0.009,2024-07-30 03:41:44
-0.726,0.002,2024-07-30 03:53:04
-0.729,0.002,2024-07-30 03:53:05
-0.722,0.004,2024-07-30 03:53:05
-0.721,0.002,2024-07-30 03:53:06
-0.722,0.003,2024-07-30 03:53:06
-0.716,0.031,2024-07-30 03:53:07
-0.718,0.006,2024-07-30 03:53:07
-0.717,0.005,2024-07-30 03:53:08
-0.712,-0.011,2024-07-30 03:53:08
-0.711,-0.007,2024-07-30 03:53:09
-0.711,-0.007,2024-07-30 03:53:09
-0.711,0.004,2024-07-30 03:53:10
-0.655,0.006,2024-07-30 03:53:10
-0.564,0.004,2024-07-30 03:53:11
-0.342,-0.011,2024-07-30 03:53:11
-0.263,-0.005,2024-07-30 03:53:12
-0.237,-0.004,2024-07-30 03:53:12
-0.248,-0.003,2024-07-30 03:53:13
-0.552,0.005,2024-07-30 03:53:13
-0.156,-0.005,2024-07-30 03:53:14
-0.554,0.002,2024-07-30 04:04:34
-0.683,0.011,2024-07-30 04:04:35
-0.593,0.002,2024-07-30 04:04:35
-0.595,0.003,2024-07-30 04:04:36
-0.135,-0.003,2024-07-30 04:04:36
-0.282,-0.013,2024-07-30 04:04:37
-0.234,-0.011,2024-07-30 04:04:37
-0.629,0.004,2024-07-30 04:04:38
-0.629,0.006,2024-07-30 04:04:38
-0.601,0.003,2024-07-30 04:04:39
-0.664,0.007,2024-07-30 04:04:39
-0.133,-0.002,2024-07-30 04:04:40
-0.281,-0.011,2024-07-30 04:04:40
-0.230,-0.014,2024-07-30 04:04:41
-0.591,0.005,2024-07-30 04:04:41
-0.564,0.002,2024-07-30 04:04:42
-0.564,0.003,2024-07-30 04:04:42
-0.133,-0.003,2024-07-30 04:04:43
-0.215,-0.005,2024-07-30 04:04:43
-0.729,-0.001,2024-07-30 04:16:03
-0.727,0.001,2024-07-30 04:16:04
-0.724,0.000,2024-07-30 04:16:04
-0.722,-0.001,2024-07-30 04:16:05
-0.723,0.003,2024-07-30 04:16:05
-0.721,0.006,2024-07-30 04:16:06
-0.720,0.003,2024-07-30 04:16:06
-0.714,-0.000,2024-07-30 04:16:07
-0.712,-0.005,2024-07-30 04:16:07
-0.714,-0.008,2024-07-30 04:16:08
-0.713,0.008,2024-07-30 04:16:09
-0.711,0.004,2024-07-30 04:16:09
-0.711,0.005,2024-07-30 04:16:10
-0.698,-0.005,2024-07-30 04:16:10
-0.196,-0.000,2024-07-30 04:16:11
-0.140,-0.005,2024-07-30 04:16:11
-0.562,0.003,2024-07-30 04:16:12
-0.536,0.003,2024-07-30 04:16:12
-0.258,-0.009,2024-07-30 04:16:13
-0.344,-0.004,2024-07-30 04:27:33
-0.374,-0.003,2024-07-30 04:27:33
-0.193,-0.010,2024-07-30 04:27:34
-0.678,0.010,2024-07-30 04:27:34
-0.619,-0.000,2024-07-30 04:27:35
-0.596,0.009,2024-07-30 04:27:35
-0.594,0.008,2024-07-30 04:27:36
-0.163,0.000,2024-07-30 04:27:36
-0.222,-0.003,2024-07-30 04:27:37
-0.281,-0.002,2024-07-30 04:27:37
-0.268,-0.003,2024-07-30 04:27:38
-0.218,-0.003,2024-07-30 04:27:38
-0.608,0.002,2024-07-30 04:27:39
-0.642,0.006,2024-07-30 04:27:39
-0.648,0.005,2024-07-30 04:27:40
-0.566,0.003,2024-07-30 04:27:40
-0.259,-0.007,2024-07-30 04:27:41
-0.160,-0.003,2024-07-30 04:27:41
-0.146,0.002,2024-07-30 04:27:42
-0.715,-0.004,2024-07-30 04:39:02
-0.721,-0.001,2024-07-30 04:39:02
-0.691,-0.004,2024-07-30 04:39:03
-0.668,-0.002,2024-07-30 04:39:03
-0.717,0.003,2024-07-30 04:39:04
-0.706,0.006,2024-07-30 04:39:04
-0.705,0.003,2024-07-30 04:39:05
-0.636,-0.003,2024-07-30 04:39:05
-0.668,-0.002,2024-07-30 04:39:06
-0.631,-0.004,2024-07-30 04:39:06
-0.617,-0.003,2024-07-30 04:39:07
-0.702,0.004,2024-07-30 04:39:07
-0.702,0.004,2024-07-30 04:39:08
-0.677,0.003,2024-07-30 04:39:08
-0.697,0.004,2024-07-30 04:39:09
-0.547,-0.002,2024-07-30 04:39:10
-0.616,-0.001,2024-07-30 04:39:10
-0.555,-0.004,2024-07-30 04:39:11
-0.645,0.003,2024-07-30 04:39:11
-0.643,-0.000,2024-07-30 04:50:32
-0.644,-0.003,2024-07-30 04:50:32
-0.572,-0.003,2024-07-30 04:50:33
-0.315,-0.006,2024-07-30 04:50:33
-0.280,-0.005,2024-07-30 04:50:34
-0.651,0.003,2024-07-30 04:50:34
-0.578,0.005,2024-07-30 04:50:35
-0.625,0.005,2024-07-30 04:50:35
-0.240,-0.008,2024-07-30 04:50:36
-0.180,-0.005,2024-07-30 04:50:36
-0.315,-0.009,2024-07-30 04:50:37
-0.616,0.004,2024-07-30 04:50:37
-0.668,0.006,2024-07-30 04:50:38
-0.725,0.003,2024-07-30 04:50:38
-0.706,-0.009,2024-07-30 04:50:39
-0.705,-0.000,2024-07-30 04:50:39
-0.704,-0.011,2024-07-30 04:50:40
-0.704,0.004,2024-07-30 04:50:40
-0.703,0.003,2024-07-30 04:50:41
-0.677,0.006,2024-07-30 05:02:02
-0.612,0.006,2024-07-30 05:02:02
-0.557,0.002,2024-07-30 05:02:03
-0.272,-0.008,2024-07-30 05:02:03
-0.193,-0.000,2024-07-30 05:02:04
-0.159,-0.001,2024-07-30 05:02:04
-0.343,-0.008,2024-07-30 05:02:05
-0.574,0.001,2024-07-30 05:02:05
-0.162,-0.007,2024-07-30 05:02:06
-0.284,-0.008,2024-07-30 05:02:06
-0.266,-0.006,2024-07-30 05:02:07
-0.601,0.002,2024-07-30 05:02:07
-0.675,0.006,2024-07-30 05:02:08
-0.590,0.002,2024-07-30 05:02:08
-0.586,0.002,2024-07-30 05:02:09
-0.290,-0.005,2024-07-30 05:02:09
-0.153,-0.003,2024-07-30 05:02:10
-0.155,-0.004,2024-07-30 05:02:10
-0.608,0.004,2024-07-30 05:02:11
-0.711,0.005,2024-07-30 05:13:31
-0.719,0.003,2024-07-30 05:13:32
-0.708,0.005,2024-07-30 05:13:32
-0.714,0.005,2024-07-30 05:13:33
-0.698,0.006,2024-07-30 05:13:33
-0.707,0.005,2024-07-30 05:13:34
-0.665,-0.004,2024-07-30 05:13:34
-0.700,-0.004,2024-07-30 05:13:35
-0.681,-0.003,2024-07-30 05:13:35
-0.706,0.005,2024-07-30 05:13:36
-0.703,0.004,2024-07-30 05:13:36
-0.704,0.003,2024-07-30 05:13:37
-0.716,-0.001,2024-07-30 05:13:37
-0.705,-0.001,2024-07-30 05:13:38
-0.706,-0.002,2024-07-30 05:13:38
-0.703,0.003,2024-07-30 05:13:39
-0.701,0.004,2024-07-30 05:13:39
-0.704,0.002,2024-07-30 05:13:40
-0.700,-0.002,2024-07-30 05:13:40
-0.699,0.003,2024-07-30 05:13:41
-0.703,0.005,2024-07-30 05:25:01
-0.599,0.002,2024-07-30 05:25:02
-0.667,0.008,2024-07-30 05:25:02
-0.543,0.003,2024-07-30 05:25:03
-0.116,0.003,2024-07-30 05:25:03
-0.357,-0.007,2024-07-30 05:25:04
-0.699,-0.001,2024-07-30 05:25:04
-0.717,-0.005,2024-07-30 05:25:05
-0.717,0.007,2024-07-30 05:25:05
-0.718,0.005,2024-07-30 05:25:06
-0.714,0.007,2024-07-30 05:25:06
-0.713,0.004,2024-07-30 05:25:07
-0.705,0.022,2024-07-30 05:25:07
-0.707,0.004,2024-07-30 05:25:08
-0.704,0.004,2024-07-30 05:25:08
-0.706,0.004,2024-07-30 05:25:09
-0.702,-0.002,2024-07-30 05:25:09
-0.698,-0.000,2024-07-30 05:25:10
-0.621,-0.001,2024-07-30 05:25:10
-0.681,-0.003,2024-07-30 05:36:31
-0.672,-0.003,2024-07-30 05:36:31
-0.627,-0.004,2024-07-30 05:36:32
-0.712,0.004,2024-07-30 05:36:32
-0.706,0.005,2024-07-30 05:36:33
-0.705,0.004,2024-07-30 05:36:33
-0.656,-0.002,2024-07-30 05:36:34
-0.581,-0.003,2024-07-30 05:36:34
-0.553,-0.004,2024-07-30 05:36:35
-0.686,0.005,2024-07-30 05:36:35
-0.700,0.005,2024-07-30 05:36:36
-0.694,0.003,2024-07-30 05:36:36
-0.629,-0.003,2024-07-30 05:36:37
-0.613,-0.005,2024-07-30 05:36:37
-0.620,-0.002,2024-07-30 05:36:38
-0.571,-0.004,2024-07-30 05:36:38
-0.663,0.006,2024-07-30 05:36:39
-0.698,0.004,2024-07-30 05:36:39
-0.591,0.003,2024-07-30 05:36:40
-0.246,-0.003,2024-07-30 05:48:00
-0.247,-0.003,2024-07-30 05:48:00
-0.205,-0.002,2024-07-30 05:48:01
-0.597,0.009,2024-07-30 05:48:01
-0.668,0.001,2024-07-30 05:48:02
-0.616,0.004,2024-07-30 05:48:02
-0.281,-0.004,2024-07-30 05:48:03
-0.464,-0.003,2024-07-30 05:48:03
-0.526,-0.002,2024-07-30 05:48:04
-0.705,0.003,2024-07-30 05:48:04
-0.699,0.003,2024-07-30 05:48:05
-0.705,0.004,2024-07-30 05:48:05
-0.701,0.004,2024-07-30 05:48:06
-0.697,-0.002,2024-07-30 05:48:06
-0.704,-0.002,2024-07-30 05:48:07
-0.703,-0.002,2024-07-30 05:48:07
-0.703,-0.002,2024-07-30 05:48:08
-0.702,0.004,2024-07-30 05:48:08
-0.704,0.004,2024-07-30 05:48:09
