First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 3, Potential measurament V. 
-10.000,4.456,2024-07-29 23:52:19
-10.000,4.456,2024-07-29 23:52:20
-10.000,4.456,2024-07-29 23:52:20
9.302,4.451,2024-07-29 23:52:21
1.945,4.261,2024-07-30 00:03:41
2.774,4.392,2024-07-30 00:03:42
3.383,4.235,2024-07-30 00:03:42
4.060,4.218,2024-07-30 00:03:43
4.733,4.334,2024-07-30 00:03:43
5.397,4.457,2024-07-30 00:03:44
6.183,4.454,2024-07-30 00:03:44
6.873,4.454,2024-07-30 00:03:45
-9.069,4.454,2024-07-30 00:03:45
-9.545,4.454,2024-07-30 00:03:46
-10.000,4.455,2024-07-30 00:03:46
-10.000,4.455,2024-07-30 00:03:47
-10.000,4.456,2024-07-30 00:03:47
-10.000,4.456,2024-07-30 00:03:48
-10.000,4.456,2024-07-30 00:03:48
-10.000,4.456,2024-07-30 00:03:49
-10.000,4.457,2024-07-30 00:03:49
-10.000,4.457,2024-07-30 00:03:50
9.276,4.451,2024-07-30 00:03:50
0.159,4.295,2024-07-30 00:15:10
0.736,4.297,2024-07-30 00:15:11
1.192,4.408,2024-07-30 00:15:11
1.604,4.370,2024-07-30 00:15:12
-3.496,4.078,2024-07-30 00:15:12
-3.945,4.103,2024-07-30 00:15:13
-4.369,4.036,2024-07-30 00:15:13
-4.602,4.265,2024-07-30 00:15:14
-4.931,4.103,2024-07-30 00:15:14
-5.239,4.100,2024-07-30 00:15:15
4.105,4.255,2024-07-30 00:15:15
4.631,4.224,2024-07-30 00:15:16
4.999,4.232,2024-07-30 00:15:16
-7.365,4.159,2024-07-30 00:15:17
-7.572,4.454,2024-07-30 00:15:17
-7.843,4.454,2024-07-30 00:15:18
6.579,4.454,2024-07-30 00:15:18
6.933,4.453,2024-07-30 00:15:19
7.303,4.454,2024-07-30 00:15:19
-7.095,4.175,2024-07-30 00:26:40
-6.618,4.257,2024-07-30 00:26:40
4.380,4.390,2024-07-30 00:26:41
3.993,4.261,2024-07-30 00:26:41
3.833,4.368,2024-07-30 00:26:42
3.714,4.337,2024-07-30 00:26:42
3.633,4.362,2024-07-30 00:26:43
3.647,4.367,2024-07-30 00:26:43
-5.126,4.091,2024-07-30 00:26:44
-5.205,4.091,2024-07-30 00:26:44
-5.463,4.111,2024-07-30 00:26:45
4.070,4.266,2024-07-30 00:26:45
4.423,4.284,2024-07-30 00:26:46
4.566,4.310,2024-07-30 00:26:46
4.743,4.290,2024-07-30 00:26:47
-6.759,4.147,2024-07-30 00:26:47
-6.844,4.072,2024-07-30 00:26:48
-7.098,4.166,2024-07-30 00:26:48
5.122,4.330,2024-07-30 00:26:49
9.214,4.452,2024-07-30 00:38:09
9.335,4.451,2024-07-30 00:38:09
9.233,4.452,2024-07-30 00:38:10
-10.000,4.456,2024-07-30 00:38:10
-10.000,4.456,2024-07-30 00:38:11
-10.000,4.455,2024-07-30 00:38:11
7.942,4.453,2024-07-30 00:38:12
7.241,4.454,2024-07-30 00:38:13
6.237,4.454,2024-07-30 00:38:13
4.973,4.243,2024-07-30 00:38:14
-5.176,4.280,2024-07-30 00:38:14
-4.050,4.217,2024-07-30 00:38:15
-2.510,4.257,2024-07-30 00:38:15
4.886,4.159,2024-07-30 00:38:16
6.297,4.292,2024-07-30 00:38:16
-8.912,4.382,2024-07-30 00:38:17
-9.581,4.434,2024-07-30 00:38:17
9.010,4.441,2024-07-30 00:38:18
9.097,4.451,2024-07-30 00:38:18
6.433,4.182,2024-07-30 00:49:38
6.354,4.327,2024-07-30 00:49:39
6.335,4.388,2024-07-30 00:49:39
-8.116,4.306,2024-07-30 00:49:40
-8.143,4.362,2024-07-30 00:49:40
-8.129,4.316,2024-07-30 00:49:41
6.541,4.212,2024-07-30 00:49:41
6.425,4.404,2024-07-30 00:49:42
6.407,4.406,2024-07-30 00:49:42
6.726,4.164,2024-07-30 00:49:43
-8.225,4.430,2024-07-30 00:49:43
-8.409,4.298,2024-07-30 00:49:44
-8.363,4.455,2024-07-30 00:49:44
6.745,4.444,2024-07-30 00:49:45
6.922,4.326,2024-07-30 00:49:45
6.966,4.168,2024-07-30 00:49:46
-8.550,4.322,2024-07-30 00:49:46
-8.545,4.313,2024-07-30 00:49:47
-8.496,4.440,2024-07-30 00:49:47
7.792,4.443,2024-07-30 01:01:08
8.205,4.417,2024-07-30 01:01:08
8.735,4.426,2024-07-30 01:01:09
8.978,4.451,2024-07-30 01:01:09
-10.000,4.457,2024-07-30 01:01:10
-10.000,4.457,2024-07-30 01:01:10
-10.000,4.457,2024-07-30 01:01:11
9.032,4.450,2024-07-30 01:01:11
9.229,4.451,2024-07-30 01:01:12
9.488,4.451,2024-07-30 01:01:12
-10.000,4.457,2024-07-30 01:01:13
-10.000,4.456,2024-07-30 01:01:13
-10.000,4.456,2024-07-30 01:01:14
9.332,4.452,2024-07-30 01:01:14
9.278,4.452,2024-07-30 01:01:15
9.056,4.452,2024-07-30 01:01:15
9.083,4.452,2024-07-30 01:01:16
-10.000,4.455,2024-07-30 01:01:16
-10.000,4.455,2024-07-30 01:01:17
-9.175,4.358,2024-07-30 01:12:37
-9.531,4.428,2024-07-30 01:12:37
-9.830,4.441,2024-07-30 01:12:38
8.896,4.450,2024-07-30 01:12:38
9.152,4.450,2024-07-30 01:12:39
9.049,4.451,2024-07-30 01:12:39
9.382,4.451,2024-07-30 01:12:40
9.254,4.451,2024-07-30 01:12:41
9.450,4.452,2024-07-30 01:12:41
-10.000,4.456,2024-07-30 01:12:42
-10.000,4.456,2024-07-30 01:12:42
9.341,4.452,2024-07-30 01:12:43
8.962,4.452,2024-07-30 01:12:43
9.209,4.452,2024-07-30 01:12:44
-10.000,4.455,2024-07-30 01:12:44
-10.000,4.455,2024-07-30 01:12:45
-10.000,4.455,2024-07-30 01:12:45
8.172,4.453,2024-07-30 01:12:46
7.843,4.453,2024-07-30 01:12:46
-3.237,4.251,2024-07-30 01:24:07
-3.326,4.241,2024-07-30 01:24:07
-3.413,4.123,2024-07-30 01:24:08
-3.577,4.274,2024-07-30 01:24:08
2.255,4.357,2024-07-30 01:24:09
2.372,4.296,2024-07-30 01:24:09
2.490,4.417,2024-07-30 01:24:10
2.658,4.427,2024-07-30 01:24:11
-4.177,4.054,2024-07-30 01:24:11
-4.231,4.114,2024-07-30 01:24:12
-4.373,4.401,2024-07-30 01:24:12
2.980,4.399,2024-07-30 01:24:13
3.038,4.273,2024-07-30 01:24:13
3.070,4.308,2024-07-30 01:24:14
-4.468,4.021,2024-07-30 01:24:14
-4.439,4.053,2024-07-30 01:24:15
-4.486,4.218,2024-07-30 01:24:15
3.012,4.357,2024-07-30 01:24:16
2.982,4.187,2024-07-30 01:24:16
7.430,4.255,2024-07-30 01:35:37
7.251,4.404,2024-07-30 01:35:37
7.267,4.427,2024-07-30 01:35:38
-8.906,4.454,2024-07-30 01:35:38
-8.828,4.445,2024-07-30 01:35:39
-8.776,4.455,2024-07-30 01:35:39
-8.697,4.298,2024-07-30 01:35:40
6.919,4.199,2024-07-30 01:35:40
6.546,4.425,2024-07-30 01:35:41
6.194,4.343,2024-07-30 01:35:41
-7.698,4.376,2024-07-30 01:35:42
-7.435,4.294,2024-07-30 01:35:42
-0.827,4.330,2024-07-30 01:35:43
-1.776,4.070,2024-07-30 01:35:43
-2.432,4.301,2024-07-30 01:35:44
-3.024,4.165,2024-07-30 01:35:44
-3.600,4.081,2024-07-30 01:35:45
2.668,4.287,2024-07-30 01:35:45
3.080,4.371,2024-07-30 01:35:46
-2.972,4.286,2024-07-30 01:47:06
-3.062,4.102,2024-07-30 01:47:07
-3.212,4.192,2024-07-30 01:47:07
1.846,4.285,2024-07-30 01:47:08
2.053,4.293,2024-07-30 01:47:08
2.033,4.323,2024-07-30 01:47:09
2.032,4.283,2024-07-30 01:47:09
2.086,4.377,2024-07-30 01:47:10
-3.576,4.051,2024-07-30 01:47:10
-3.592,4.067,2024-07-30 01:47:11
-3.682,4.061,2024-07-30 01:47:11
2.191,4.228,2024-07-30 01:47:12
2.163,4.222,2024-07-30 01:47:12
2.084,4.299,2024-07-30 01:47:13
2.033,4.252,2024-07-30 01:47:13
1.928,4.278,2024-07-30 01:47:14
-3.209,4.248,2024-07-30 01:47:14
-3.057,4.176,2024-07-30 01:47:15
-2.818,4.088,2024-07-30 01:47:15
-10.000,4.457,2024-07-30 01:58:35
-10.000,4.457,2024-07-30 01:58:36
9.216,4.452,2024-07-30 01:58:36
9.370,4.452,2024-07-30 01:58:37
9.272,4.452,2024-07-30 01:58:37
-10.000,4.456,2024-07-30 01:58:38
-10.000,4.456,2024-07-30 01:58:38
-10.000,4.456,2024-07-30 01:58:39
-10.000,4.455,2024-07-30 01:58:39
8.909,4.452,2024-07-30 01:58:40
8.613,4.452,2024-07-30 01:58:40
8.463,4.453,2024-07-30 01:58:41
-9.834,4.455,2024-07-30 01:58:42
-9.590,4.454,2024-07-30 01:58:42
-9.291,4.454,2024-07-30 01:58:43
7.372,4.453,2024-07-30 01:58:43
7.008,4.454,2024-07-30 01:58:44
6.602,4.455,2024-07-30 01:58:44
-7.832,4.453,2024-07-30 01:58:45
-8.883,4.457,2024-07-30 02:10:05
-8.925,4.365,2024-07-30 02:10:06
-8.998,4.341,2024-07-30 02:10:06
-8.871,4.456,2024-07-30 02:10:07
-9.007,4.456,2024-07-30 02:10:07
7.566,4.288,2024-07-30 02:10:08
7.481,4.374,2024-07-30 02:10:08
-9.069,4.448,2024-07-30 02:10:09
-9.182,4.387,2024-07-30 02:10:09
-9.205,4.442,2024-07-30 02:10:10
7.599,4.410,2024-07-30 02:10:10
7.674,4.426,2024-07-30 02:10:11
7.544,4.440,2024-07-30 02:10:11
7.702,4.330,2024-07-30 02:10:12
-9.322,4.384,2024-07-30 02:10:12
-9.209,4.451,2024-07-30 02:10:13
-9.207,4.445,2024-07-30 02:10:13
7.593,4.439,2024-07-30 02:10:14
7.482,4.428,2024-07-30 02:10:14
-9.009,4.455,2024-07-30 02:10:15
-3.616,4.127,2024-07-30 02:21:36
-3.337,4.183,2024-07-30 02:21:36
-3.039,4.186,2024-07-30 02:21:37
1.368,4.286,2024-07-30 02:21:37
1.168,4.383,2024-07-30 02:21:38
0.979,4.325,2024-07-30 02:21:38
0.802,4.341,2024-07-30 02:21:39
-2.076,4.179,2024-07-30 02:21:39
-1.909,4.143,2024-07-30 02:21:40
-1.786,4.179,2024-07-30 02:21:40
-1.667,4.246,2024-07-30 02:21:41
0.109,4.333,2024-07-30 02:21:41
-0.057,4.300,2024-07-30 02:21:42
-1.210,4.144,2024-07-30 02:21:42
-1.055,4.111,2024-07-30 02:21:43
-0.887,4.086,2024-07-30 02:21:43
-0.623,4.069,2024-07-30 02:21:44
-4.109,4.386,2024-07-30 02:21:44
-7.255,4.229,2024-07-30 02:21:45
-7.996,4.423,2024-07-30 02:33:06
-8.009,4.321,2024-07-30 02:33:06
-7.966,4.347,2024-07-30 02:33:07
-7.937,4.334,2024-07-30 02:33:07
6.311,4.153,2024-07-30 02:33:08
6.071,4.351,2024-07-30 02:33:08
6.055,4.318,2024-07-30 02:33:09
-7.792,4.313,2024-07-30 02:33:09
-7.665,4.402,2024-07-30 02:33:10
-7.674,4.350,2024-07-30 02:33:10
5.760,4.286,2024-07-30 02:33:11
5.940,4.128,2024-07-30 02:33:11
5.793,4.289,2024-07-30 02:33:12
-7.606,4.384,2024-07-30 02:33:12
-7.681,4.406,2024-07-30 02:33:13
-7.829,4.337,2024-07-30 02:33:13
6.298,4.154,2024-07-30 02:33:14
6.352,4.149,2024-07-30 02:33:14
6.298,4.333,2024-07-30 02:33:15
7.694,4.358,2024-07-30 02:44:35
7.390,4.423,2024-07-30 02:44:36
-8.943,4.372,2024-07-30 02:44:36
-8.804,4.323,2024-07-30 02:44:37
-8.611,4.295,2024-07-30 02:44:37
-8.418,4.409,2024-07-30 02:44:38
6.716,4.180,2024-07-30 02:44:38
6.516,4.318,2024-07-30 02:44:39
6.290,4.322,2024-07-30 02:44:39
6.267,4.315,2024-07-30 02:44:40
6.290,4.351,2024-07-30 02:44:40
-8.000,4.388,2024-07-30 02:44:41
-8.155,4.301,2024-07-30 02:44:41
-8.255,4.340,2024-07-30 02:44:42
6.678,4.363,2024-07-30 02:44:42
6.786,4.443,2024-07-30 02:44:43
6.950,4.435,2024-07-30 02:44:43
7.410,4.385,2024-07-30 02:44:44
-9.261,4.427,2024-07-30 02:44:44
-10.000,4.456,2024-07-30 02:56:04
-10.000,4.456,2024-07-30 02:56:05
-10.000,4.456,2024-07-30 02:56:06
-10.000,4.456,2024-07-30 02:56:06
9.404,4.451,2024-07-30 02:56:07
9.215,4.451,2024-07-30 02:56:07
-10.000,4.457,2024-07-30 02:56:08
-10.000,4.457,2024-07-30 02:56:08
-10.000,4.457,2024-07-30 02:56:09
9.079,4.451,2024-07-30 02:56:09
8.960,4.451,2024-07-30 02:56:10
8.465,4.435,2024-07-30 02:56:10
-9.625,4.445,2024-07-30 02:56:11
-9.431,4.446,2024-07-30 02:56:11
-9.242,4.383,2024-07-30 02:56:12
7.254,4.282,2024-07-30 02:56:12
7.230,4.296,2024-07-30 02:56:13
6.869,4.289,2024-07-30 02:56:13
-8.393,4.302,2024-07-30 02:56:14
9.212,4.452,2024-07-30 03:07:34
9.344,4.452,2024-07-30 03:07:35
9.279,4.452,2024-07-30 03:07:35
-10.000,4.457,2024-07-30 03:07:36
-10.000,4.456,2024-07-30 03:07:36
-10.000,4.456,2024-07-30 03:07:37
9.319,4.452,2024-07-30 03:07:37
9.385,4.452,2024-07-30 03:07:38
9.171,4.452,2024-07-30 03:07:38
9.172,4.451,2024-07-30 03:07:39
-10.000,4.457,2024-07-30 03:07:39
-10.000,4.457,2024-07-30 03:07:40
-10.000,4.458,2024-07-30 03:07:40
-10.000,4.457,2024-07-30 03:07:41
-10.000,4.457,2024-07-30 03:07:41
8.954,4.432,2024-07-30 03:07:42
8.716,4.437,2024-07-30 03:07:42
8.532,4.415,2024-07-30 03:07:43
8.484,4.435,2024-07-30 03:07:43
8.190,4.439,2024-07-30 03:19:04
8.203,4.435,2024-07-30 03:19:04
8.033,4.424,2024-07-30 03:19:05
8.100,4.386,2024-07-30 03:19:05
-9.642,4.452,2024-07-30 03:19:06
-9.641,4.451,2024-07-30 03:19:06
-9.557,4.449,2024-07-30 03:19:07
-9.545,4.438,2024-07-30 03:19:07
7.828,4.433,2024-07-30 03:19:08
7.939,4.423,2024-07-30 03:19:08
7.912,4.332,2024-07-30 03:19:09
7.724,4.440,2024-07-30 03:19:09
-9.425,4.438,2024-07-30 03:19:10
-9.440,4.432,2024-07-30 03:19:10
-9.371,4.401,2024-07-30 03:19:11
7.683,4.442,2024-07-30 03:19:11
7.860,4.379,2024-07-30 03:19:12
7.875,4.373,2024-07-30 03:19:12
7.810,4.333,2024-07-30 03:19:13
-8.670,4.412,2024-07-30 03:30:33
-8.897,4.340,2024-07-30 03:30:34
-8.951,4.455,2024-07-30 03:30:35
-9.165,4.452,2024-07-30 03:30:35
7.692,4.438,2024-07-30 03:30:36
7.717,4.430,2024-07-30 03:30:36
-9.585,4.428,2024-07-30 03:30:37
-9.766,4.449,2024-07-30 03:30:37
-9.943,4.452,2024-07-30 03:30:38
-10.000,4.457,2024-07-30 03:30:38
8.883,4.449,2024-07-30 03:30:39
9.065,4.442,2024-07-30 03:30:39
9.004,4.449,2024-07-30 03:30:40
9.104,4.451,2024-07-30 03:30:40
-10.000,4.456,2024-07-30 03:30:41
-10.000,4.457,2024-07-30 03:30:41
-10.000,4.456,2024-07-30 03:30:42
9.388,4.451,2024-07-30 03:30:42
9.345,4.451,2024-07-30 03:30:43
-7.032,4.046,2024-07-30 03:42:03
-7.043,4.160,2024-07-30 03:42:04
-6.936,4.130,2024-07-30 03:42:04
-6.717,4.269,2024-07-30 03:42:05
4.679,4.239,2024-07-30 03:42:05
4.453,4.379,2024-07-30 03:42:06
4.101,4.321,2024-07-30 03:42:06
3.826,4.243,2024-07-30 03:42:07
-4.991,4.075,2024-07-30 03:42:07
-4.645,4.332,2024-07-30 03:42:08
-4.316,4.101,2024-07-30 03:42:08
2.366,4.202,2024-07-30 03:42:09
1.764,4.306,2024-07-30 03:42:09
1.081,4.307,2024-07-30 03:42:10
0.226,4.358,2024-07-30 03:42:10
4.286,4.072,2024-07-30 03:42:11
5.844,4.199,2024-07-30 03:42:11
6.451,4.191,2024-07-30 03:42:12
6.731,4.408,2024-07-30 03:42:12
-2.827,4.244,2024-07-30 03:53:33
-2.214,4.176,2024-07-30 03:53:34
-1.631,4.120,2024-07-30 03:53:34
-0.135,4.096,2024-07-30 03:53:35
-7.457,4.296,2024-07-30 03:53:35
-7.666,4.320,2024-07-30 03:53:36
-7.967,4.348,2024-07-30 03:53:36
6.494,4.376,2024-07-30 03:53:37
6.851,4.408,2024-07-30 03:53:37
7.011,4.443,2024-07-30 03:53:38
7.344,4.195,2024-07-30 03:53:38
-9.119,4.348,2024-07-30 03:53:39
-9.271,4.454,2024-07-30 03:53:39
-9.450,4.421,2024-07-30 03:53:40
8.073,4.385,2024-07-30 03:53:40
8.206,4.430,2024-07-30 03:53:41
8.425,4.430,2024-07-30 03:53:41
8.750,4.415,2024-07-30 03:53:42
-10.000,4.438,2024-07-30 03:53:42
9.335,4.452,2024-07-30 04:05:03
9.322,4.452,2024-07-30 04:05:03
9.243,4.452,2024-07-30 04:05:04
-10.000,4.456,2024-07-30 04:05:04
-10.000,4.456,2024-07-30 04:05:05
9.264,4.452,2024-07-30 04:05:05
-10.000,4.456,2024-07-30 04:05:06
9.272,4.452,2024-07-30 04:05:06
9.318,4.452,2024-07-30 04:05:07
9.281,4.451,2024-07-30 04:05:07
-10.000,4.456,2024-07-30 04:05:08
-10.000,4.457,2024-07-30 04:05:08
9.494,4.451,2024-07-30 04:05:09
9.280,4.451,2024-07-30 04:05:09
9.505,4.452,2024-07-30 04:05:10
9.145,4.451,2024-07-30 04:05:10
9.432,4.452,2024-07-30 04:05:11
-10.000,4.457,2024-07-30 04:05:11
-10.000,4.458,2024-07-30 04:05:12
-9.654,4.445,2024-07-30 04:16:32
-10.000,4.455,2024-07-30 04:16:32
9.098,4.451,2024-07-30 04:16:33
9.332,4.451,2024-07-30 04:16:33
9.040,4.451,2024-07-30 04:16:34
-10.000,4.457,2024-07-30 04:16:34
-10.000,4.457,2024-07-30 04:16:35
-10.000,4.457,2024-07-30 04:16:35
9.187,4.452,2024-07-30 04:16:36
9.044,4.452,2024-07-30 04:16:36
8.636,4.453,2024-07-30 04:16:37
-9.817,4.455,2024-07-30 04:16:37
-9.311,4.455,2024-07-30 04:16:38
7.054,4.453,2024-07-30 04:16:38
6.353,4.454,2024-07-30 04:16:39
5.781,4.455,2024-07-30 04:16:39
-6.677,4.167,2024-07-30 04:16:40
-5.727,4.041,2024-07-30 04:16:40
-4.798,4.124,2024-07-30 04:16:41
9.260,4.451,2024-07-30 04:28:01
9.080,4.451,2024-07-30 04:28:02
9.082,4.451,2024-07-30 04:28:02
8.923,4.434,2024-07-30 04:28:03
8.856,4.449,2024-07-30 04:28:03
-10.000,4.444,2024-07-30 04:28:04
-9.890,4.440,2024-07-30 04:28:04
-9.629,4.425,2024-07-30 04:28:05
-9.463,4.451,2024-07-30 04:28:05
-9.354,4.399,2024-07-30 04:28:06
-9.195,4.399,2024-07-30 04:28:06
7.386,4.250,2024-07-30 04:28:07
7.198,4.159,2024-07-30 04:28:07
7.019,4.326,2024-07-30 04:28:08
6.808,4.299,2024-07-30 04:28:08
-8.320,4.324,2024-07-30 04:28:09
-8.194,4.438,2024-07-30 04:28:09
-8.144,4.406,2024-07-30 04:28:10
6.422,4.315,2024-07-30 04:28:10
-0.409,4.294,2024-07-30 04:39:31
0.961,4.291,2024-07-30 04:39:31
1.937,4.271,2024-07-30 04:39:32
2.854,4.203,2024-07-30 04:39:32
-4.915,4.134,2024-07-30 04:39:33
-6.238,4.111,2024-07-30 04:39:33
-6.949,4.067,2024-07-30 04:39:34
-7.540,4.454,2024-07-30 04:39:34
6.371,4.454,2024-07-30 04:39:35
6.870,4.454,2024-07-30 04:39:35
7.362,4.453,2024-07-30 04:39:36
7.820,4.453,2024-07-30 04:39:36
8.159,4.454,2024-07-30 04:39:37
8.529,4.453,2024-07-30 04:39:37
-10.000,4.456,2024-07-30 04:39:38
-10.000,4.457,2024-07-30 04:39:38
-10.000,4.455,2024-07-30 04:39:39
9.261,4.451,2024-07-30 04:39:39
9.252,4.452,2024-07-30 04:39:40
7.574,4.372,2024-07-30 04:51:01
7.581,4.434,2024-07-30 04:51:01
7.693,4.386,2024-07-30 04:51:02
7.810,4.378,2024-07-30 04:51:02
-9.421,4.446,2024-07-30 04:51:03
-9.455,4.448,2024-07-30 04:51:03
-9.506,4.454,2024-07-30 04:51:04
7.838,4.425,2024-07-30 04:51:04
7.932,4.338,2024-07-30 04:51:05
7.965,4.359,2024-07-30 04:51:05
7.793,4.444,2024-07-30 04:51:06
-9.582,4.432,2024-07-30 04:51:06
-9.486,4.422,2024-07-30 04:51:07
-9.450,4.453,2024-07-30 04:51:07
-9.547,4.409,2024-07-30 04:51:08
-9.511,4.452,2024-07-30 04:51:08
7.942,4.372,2024-07-30 04:51:09
7.939,4.441,2024-07-30 04:51:09
7.981,4.412,2024-07-30 04:51:10
8.068,4.453,2024-07-30 05:02:30
7.852,4.453,2024-07-30 05:02:31
7.559,4.454,2024-07-30 05:02:31
7.134,4.453,2024-07-30 05:02:32
-8.326,4.454,2024-07-30 05:02:32
-7.932,4.454,2024-07-30 05:02:33
-7.523,4.453,2024-07-30 05:02:33
-7.173,4.215,2024-07-30 05:02:34
4.764,4.235,2024-07-30 05:02:34
4.283,4.405,2024-07-30 05:02:35
3.789,4.260,2024-07-30 05:02:35
-4.758,4.203,2024-07-30 05:02:36
-4.402,4.071,2024-07-30 05:02:36
-3.945,4.221,2024-07-30 05:02:37
2.056,4.350,2024-07-30 05:02:37
1.482,4.320,2024-07-30 05:02:38
1.030,4.280,2024-07-30 05:02:38
-1.958,4.254,2024-07-30 05:02:39
-1.361,4.053,2024-07-30 05:02:39
-10.000,4.456,2024-07-30 05:14:00
-10.000,4.456,2024-07-30 05:14:01
-10.000,4.455,2024-07-30 05:14:01
9.273,4.453,2024-07-30 05:14:02
9.124,4.453,2024-07-30 05:14:02
9.085,4.452,2024-07-30 05:14:03
-10.000,4.455,2024-07-30 05:14:03
-10.000,4.456,2024-07-30 05:14:04
-10.000,4.455,2024-07-30 05:14:04
9.200,4.452,2024-07-30 05:14:05
9.235,4.453,2024-07-30 05:14:05
9.032,4.452,2024-07-30 05:14:06
8.979,4.452,2024-07-30 05:14:06
-10.000,4.455,2024-07-30 05:14:07
-10.000,4.455,2024-07-30 05:14:07
-10.000,4.456,2024-07-30 05:14:08
9.264,4.452,2024-07-30 05:14:08
9.120,4.452,2024-07-30 05:14:09
-10.000,4.455,2024-07-30 05:14:09
-10.000,4.457,2024-07-30 05:25:30
-10.000,4.457,2024-07-30 05:25:30
-10.000,4.443,2024-07-30 05:25:31
7.812,4.408,2024-07-30 05:25:31
7.688,4.442,2024-07-30 05:25:32
7.390,4.268,2024-07-30 05:25:32
6.927,4.447,2024-07-30 05:25:33
-8.273,4.342,2024-07-30 05:25:33
-7.931,4.323,2024-07-30 05:25:34
-7.632,4.322,2024-07-30 05:25:34
-7.289,4.267,2024-07-30 05:25:35
-1.023,4.100,2024-07-30 05:25:35
-1.784,4.073,2024-07-30 05:25:36
-2.137,4.329,2024-07-30 05:25:36
1.178,4.269,2024-07-30 05:25:37
1.472,4.372,2024-07-30 05:25:37
1.753,4.244,2024-07-30 05:25:38
2.102,4.352,2024-07-30 05:25:38
-3.785,4.148,2024-07-30 05:25:39
-6.657,4.246,2024-07-30 05:36:59
-7.167,4.241,2024-07-30 05:37:00
-7.437,4.452,2024-07-30 05:37:00
-7.555,4.454,2024-07-30 05:37:01
-7.789,4.454,2024-07-30 05:37:01
6.426,4.454,2024-07-30 05:37:02
6.638,4.454,2024-07-30 05:37:02
6.837,4.454,2024-07-30 05:37:03
7.087,4.453,2024-07-30 05:37:03
-8.783,4.454,2024-07-30 05:37:04
-9.132,4.455,2024-07-30 05:37:04
-9.185,4.454,2024-07-30 05:37:05
-9.423,4.455,2024-07-30 05:37:05
-9.616,4.455,2024-07-30 05:37:06
-9.739,4.454,2024-07-30 05:37:06
8.385,4.453,2024-07-30 05:37:07
8.492,4.452,2024-07-30 05:37:07
8.694,4.453,2024-07-30 05:37:08
8.675,4.452,2024-07-30 05:37:08
9.371,4.452,2024-07-30 05:48:28
9.361,4.452,2024-07-30 05:48:29
8.874,4.452,2024-07-30 05:48:29
-10.000,4.455,2024-07-30 05:48:30
-10.000,4.456,2024-07-30 05:48:30
-10.000,4.455,2024-07-30 05:48:31
8.149,4.454,2024-07-30 05:48:31
7.601,4.454,2024-07-30 05:48:32
6.936,4.454,2024-07-30 05:48:32
6.303,4.454,2024-07-30 05:48:33
-7.143,4.292,2024-07-30 05:48:34
-6.352,4.123,2024-07-30 05:48:34
-4.953,4.172,2024-07-30 05:48:35
-4.127,4.173,2024-07-30 05:48:35
1.406,4.301,2024-07-30 05:48:36
-0.002,4.235,2024-07-30 05:48:36
-7.527,4.286,2024-07-30 05:48:37
6.602,4.209,2024-07-30 05:48:37
7.048,4.449,2024-07-30 05:48:38
9.319,4.452,2024-07-30 05:59:58
8.306,4.454,2024-07-30 05:59:58
7.516,4.454,2024-07-30 05:59:59
-8.097,4.453,2024-07-30 05:59:59
-7.173,4.449,2024-07-30 06:00:00
-6.123,4.099,2024-07-30 06:00:00
-4.648,4.280,2024-07-30 06:00:01
-3.511,4.220,2024-07-30 06:00:01
0.759,4.269,2024-07-30 06:00:02
-7.298,4.231,2024-07-30 06:00:02
-7.950,4.435,2024-07-30 06:00:03
-8.587,4.403,2024-07-30 06:00:03
7.711,4.270,2024-07-30 06:00:04
8.207,4.389,2024-07-30 06:00:04
8.823,4.442,2024-07-30 06:00:05
9.102,4.451,2024-07-30 06:00:05
-10.000,4.456,2024-07-30 06:00:06
-10.000,4.456,2024-07-30 06:00:06
-10.000,4.456,2024-07-30 06:00:07
9.209,4.451,2024-07-30 06:11:27
9.079,4.450,2024-07-30 06:11:28
8.854,4.448,2024-07-30 06:11:28
-9.963,4.423,2024-07-30 06:11:29
-9.554,4.440,2024-07-30 06:11:29
-9.302,4.426,2024-07-30 06:11:30
-8.877,4.439,2024-07-30 06:11:30
6.940,4.237,2024-07-30 06:11:31
6.326,4.233,2024-07-30 06:11:31
5.816,4.216,2024-07-30 06:11:32
-0.505,4.290,2024-07-30 06:11:32
0.824,4.396,2024-07-30 06:11:33
1.692,4.318,2024-07-30 06:11:33
-4.049,4.231,2024-07-30 06:11:34
-4.626,4.186,2024-07-30 06:11:34
-5.077,3.998,2024-07-30 06:11:35
4.368,4.264,2024-07-30 06:11:35
4.847,4.267,2024-07-30 06:11:36
5.579,4.455,2024-07-30 06:11:36
-10.000,4.456,2024-07-30 06:22:57
-10.000,4.456,2024-07-30 06:22:57
-10.000,4.456,2024-07-30 06:22:58
8.930,4.453,2024-07-30 06:22:58
8.376,4.453,2024-07-30 06:22:59
7.895,4.453,2024-07-30 06:22:59
-8.774,4.454,2024-07-30 06:23:00
-8.047,4.454,2024-07-30 06:23:00
-7.425,4.454,2024-07-30 06:23:01
4.752,4.267,2024-07-30 06:23:01
3.800,4.283,2024-07-30 06:23:02
3.151,4.232,2024-07-30 06:23:02
-3.777,4.288,2024-07-30 06:23:03
-2.615,4.204,2024-07-30 06:23:03
-1.344,4.205,2024-07-30 06:23:04
-7.530,4.375,2024-07-30 06:23:04
-8.056,4.403,2024-07-30 06:23:05
